year,data_status_cd,deal_type_sort,deal_type_cd,deal_type,new_build_sort,new_build_cd,new_build,area_sort,area_cd,area_name,rooms_sort,rooms_cd,rooms_label,num_transactions,price_per_sqm_chf,median_price_chf,total_price_chf,area_level,rooms_num,has_price_data
2010,D,1,22,Kauf,1,J,Ja,61,61,Unterstrass,2,2,2-Zimmer,10.0,6964.0,515000.0,5455803.0,quarter,2,True
2010,D,1,22,Kauf,1,J,Ja,61,61,Unterstrass,4,4,4-Zimmer,32.0,7682.0,960000.0,29713000.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,63,63,Oberstrass,4,4,4-Zimmer,7.0,14556.0,1457000.0,11571000.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,1,1,1-Zimmer,4.0,10485.0,402470.0,1578684.0,district,1,True
2010,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,2,2,2-Zimmer,9.0,11524.0,850000.0,7999248.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,3,3,3-Zimmer,16.0,9403.0,901260.0,16078295.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,4,4,4-Zimmer,28.0,12496.0,1617500.0,49471702.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,5,5,5-Zimmer,13.0,12692.0,2100000.0,25488013.0,district,5,True
2010,D,1,22,Kauf,1,J,Ja,70,7,Kreis 7,6,6,6-Zimmer und mehr,10.0,12900.0,3075000.0,30719019.0,district,6,True
2010,D,1,22,Kauf,1,J,Ja,71,71,Fluntern,4,4,4-Zimmer,6.0,13764.0,1682500.0,9555000.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,71,71,Fluntern,5,5,5-Zimmer,4.0,11917.0,1618130.0,6334263.0,quarter,5,True
2010,D,1,22,Kauf,1,J,Ja,72,72,Hottingen,3,3,3-Zimmer,6.0,12213.0,1005450.0,8139050.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,72,72,Hottingen,4,4,4-Zimmer,10.0,13216.0,2345000.0,23462393.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,72,72,Hottingen,6,6,6-Zimmer und mehr,5.0,12079.0,3376990.0,14919019.0,quarter,6,True
2010,D,1,22,Kauf,1,J,Ja,73,73,Hirslanden,4,4,4-Zimmer,4.0,13134.0,1830310.0,7358123.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,73,73,Hirslanden,5,5,5-Zimmer,5.0,13529.0,2300000.0,11685000.0,quarter,5,True
2010,D,1,22,Kauf,1,J,Ja,74,74,Witikon,3,3,3-Zimmer,6.0,6754.0,580190.0,3819193.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,74,74,Witikon,4,4,4-Zimmer,8.0,8446.0,1002500.0,9096186.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,80,8,Kreis 8,4,4,4-Zimmer,9.0,10746.0,1476000.0,12653000.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,80,8,Kreis 8,5,5,5-Zimmer,5.0,12416.0,1600000.0,7440000.0,district,5,True
2010,D,1,22,Kauf,1,J,Ja,80,8,Kreis 8,6,6,6-Zimmer und mehr,4.0,15210.0,2175000.0,10150000.0,district,6,True
2010,D,1,22,Kauf,1,J,Ja,81,81,Seefeld,4,4,4-Zimmer,6.0,10570.0,1501000.0,8978000.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,82,82,Mühlebach,6,6,6-Zimmer und mehr,4.0,15210.0,2175000.0,10150000.0,quarter,6,True
2010,D,1,22,Kauf,1,J,Ja,90,9,Kreis 9,3,3,3-Zimmer,9.0,8941.0,780000.0,7128540.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,90,9,Kreis 9,4,4,4-Zimmer,11.0,7208.0,675000.0,8594250.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,100,10,Kreis 10,2,2,2-Zimmer,8.0,6850.0,398000.0,4121000.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,100,10,Kreis 10,3,3,3-Zimmer,28.0,8586.0,925000.0,25288060.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,100,10,Kreis 10,4,4,4-Zimmer,36.0,9620.0,1364000.0,48476316.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,100,10,Kreis 10,5,5,5-Zimmer,13.0,8828.0,1520000.0,21183000.0,district,5,True
2010,D,1,22,Kauf,1,J,Ja,101,101,Höngg,3,3,3-Zimmer,10.0,7700.0,695000.0,7763000.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,101,101,Höngg,4,4,4-Zimmer,13.0,9604.0,1150000.0,15820000.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,101,101,Höngg,5,5,5-Zimmer,5.0,10687.0,1400000.0,8390000.0,quarter,5,True
2010,D,1,22,Kauf,1,J,Ja,101,101,Höngg,6,6,6-Zimmer und mehr,6.0,8230.0,1652630.0,9480254.0,quarter,6,True
